height,weight,gender,age,form,shoulder,sleeve,neck,chest,waist,stomach,hip,front_jacket,biceps,armhole,front_vest,back_length,crotch,pants_length,thight,lower_thight,calves,leg_opening_width
0.0,0.0,2,27,3,0.0,0.0,0.0,0.0,102,109,129,120,32,21,130,64,32,92,67,49,45,18
166.0,70.0,1,38,3,0.0,0.0,0.0,0.0,62,97,85,98,26,24,91,48,23,94,42,30,38,17
167.0,75.0,2,18,3,45.0,56.0,41.0,104.0,88,90,118,105,49,22,102,58,26,93,79,44,47,26
0.0,0.0,2,34,4,46.0,0.0,0.0,102.0,77,97,95,105,31,20,80,40,29,97,49,35,30,28
176.0,88.0,2,37,1,0.0,0.0,0.0,0.0,86,71,99,92,30,20,81,50,24,74,42,39,37,30
0.0,0.0,2,23,1,46.0,59.0,45.0,107.0,67,95,100,97,34,23,95,60,20,80,57,32,37,16
160.0,55.0,2,23,2,44.0,57.0,38.0,90.0,78,74,90,83,34,20,110,59,27,87,49,35,31,30
170.0,81.0,2,27,1,47.0,60.5,0.0,104.0,87,76,90,103,27,25,87,58,27,92,44,30,30,16
0.0,0.0,2,34,1,45.0,61.0,43.0,94.0,60,94,88,88,33,22,81,48,27,98,55,40,31,16
167.0,60.0,2,23,1,0.0,0.0,0.0,0.0,79,82,80,97,26,22,89,56,25,89,53,30,32,15
162.0,58.0,1,20,2,42.0,0.0,0.0,90.0,87,76,104,94,35,21,106,40,21,99,58,40,33,26
178.0,63.0,2,36,5,44.0,0.0,0.0,90.0,82,82,96,112,48,21,128,68,34,104,66,38,35,24
185.0,93.0,1,38,3,52.0,61.0,43.0,107.0,73,87,91,94,30,24,108,60,24,86,48,37,32,29
174.0,60.0,1,18,4,42.0,0.0,0.0,93.0,99,99,121,115,31,21,127,59,35,93,58,46,45,26
166.0,55.0,2,33,1,41.0,0.0,0.0,90.0,119,119,124,118,48,21,126,47,31,107,76,44,47,16
0.0,0.0,1,48,3,0.0,0.0,0.0,0.0,76,93,102,85,28,23,83,56,27,86,55,30,38,23
169.0,63.5,1,23,4,44.0,59.0,38.0,95.0,113,112,126,97,39,24,116,71,25,92,76,42,39,17
172.0,58.0,1,38,2,43.0,0.0,0.0,93.0,109,109,95,101,35,20,129,46,31,97,75,38,39,23
0.0,0.0,2,30,5,46.0,0.0,0.0,102.0,104,87,122,91,30,21,130,60,33,85,66,50,49,28
176.0,71.0,1,39,3,44.0,0.0,0.0,100.0,64,95,101,91,29,23,95,55,30,70,40,34,34,25
165.0,60.0,2,33,1,43.0,0.0,0.0,93.0,90,118,124,92,50,22,106,52,27,104,78,49,50,27
0.0,0.0,1,50,2,43.0,0.0,0.0,97.0,68,100,81,94,28,25,99,55,24,94,42,32,30,26
167.0,64.0,1,50,3,0.0,0.0,0.0,0.0,76,80,90,96,33,22,110,76,31,110,74,50,35,30
159.0,57.0,1,44,3,0.0,0.0,0.0,0.0,90,91,100,113,30,22,93,66,26,88,52,47,38,19
168.0,59.0,1,30,4,44.0,60.0,40.0,91.0,112,90,90,105,36,25,119,62,34,106,61,50,42,26
171.0,67.0,2,50,3,45.0,58.0,40.0,97.0,104,86,120,101,42,22,123,69,33,80,70,46,37,28
176.0,92.0,1,46,5,48.0,63.0,45.0,114.0,69,94,96,96,34,24,108,58,20,91,47,32,30,20
166.0,70.0,1,20,5,0.0,0.0,0.0,0.0,94,111,116,118,36,22,102,65,25,107,60,39,47,23
158.0,52.0,1,45,5,0.0,0.0,0.0,0.0,107,119,107,90,34,21,107,51,28,85,52,36,44,28
175.0,79.0,1,22,2,47.0,60.0,42.0,103.0,104,90,108,128,47,23,93,76,25,98,68,40,41,29
172.0,71.0,2,20,3,44.5,61.5,42.0,102.0,116,91,108,103,31,23,91,68,27,101,68,42,41,24
176.0,79.0,1,41,2,46.0,63.0,42.0,104.0,69,72,88,95,30,21,95,53,30,81,48,33,35,20
169.0,52.0,1,16,3,42.0,57.0,38.0,90.0,105,87,112,126,38,22,125,74,25,108,67,37,36,19
176.0,64.0,1,41,4,43.0,61.0,38.0,93.0,83,99,90,90,32,21,111,51,27,100,73,36,47,23
187.0,83.0,2,26,4,48.0,0.0,0.0,99.0,100,90,91,108,32,24,129,72,25,83,72,39,35,16
0.0,0.0,1,21,4,45.0,0.0,0.0,97.0,82,99,99,94,26,22,82,42,28,76,43,37,31,20
160.0,0.0,2,41,3,0.0,0.0,0.0,0.0,91,114,107,110,39,23,95,77,28,84,60,35,38,21
173.0,66.0,1,38,1,46.0,60.0,42.0,95.0,68,92,91,80,32,20,83,45,24,89,54,39,39,21
180.0,95.0,2,42,1,48.0,63.0,44.0,115.0,79,115,92,97,50,21,113,49,30,99,51,41,46,18
142.0,50.0,2,50,2,37.0,49.0,36.0,82.0,67,75,103,91,25,23,109,45,21,100,50,35,30,19
160.0,50.0,1,45,2,36.0,57.0,34.0,84.0,87,77,98,85,30,20,107,43,24,97,46,35,31,28
173.0,62.0,1,23,3,45.0,61.0,39.0,96.0,120,106,117,123,43,21,126,52,26,100,52,45,35,21
168.0,68.0,2,47,5,0.0,0.0,0.0,0.0,99,91,118,114,31,20,111,46,31,87,78,41,40,30
165.0,62.0,1,26,2,0.0,0.0,0.0,0.0,66,71,94,98,33,25,98,46,29,71,57,33,30,21
170.0,73.0,2,47,3,0.0,0.0,0.0,0.0,92,92,98,118,44,21,104,74,35,83,57,37,44,28
173.0,72.0,1,48,2,44.5,0.0,0.0,99.0,74,90,96,99,28,25,103,44,21,74,52,31,38,23
160.0,55.0,2,39,5,41.0,0.0,0.0,90.0,98,87,90,91,33,24,110,49,31,80,72,47,37,15
168.0,64.0,2,47,3,45.0,57.0,39.0,97.0,69,80,108,102,30,22,106,40,30,82,48,39,38,19
170.0,75.0,1,21,2,47.0,0.0,0.0,101.0,90,70,91,90,35,22,107,60,27,92,41,32,38,17
173.0,78.0,1,19,1,47.0,0.0,0.0,104.0,104,98,121,94,31,20,128,52,32,90,60,45,44,15
171.0,65.0,1,23,5,44.0,57.0,39.0,95.0,107,108,110,116,37,22,99,56,26,92,61,50,41,25
0.0,0.0,2,23,2,37.0,0.0,0.0,84.0,98,118,95,107,44,22,114,66,27,82,57,40,42,25
0.0,0.0,2,21,1,42.0,61.5,38.0,90.0,70,90,94,100,35,24,110,53,29,87,59,34,31,21
0.0,0.0,1,48,5,45.0,62.5,41.0,96.0,80,72,100,110,31,24,91,48,28,76,44,37,40,26
0.0,0.0,2,44,1,45.0,61.0,42.0,97.0,95,94,113,130,44,25,95,46,30,98,62,36,40,23
0.0,0.0,2,39,5,42.5,61.5,39.0,93.0,84,78,87,91,33,24,96,40,26,79,43,37,30,18
0.0,0.0,1,30,1,47.0,60.0,42.0,101.0,80,96,86,85,32,20,101,53,20,89,48,37,40,17
0.0,0.0,1,37,2,43.0,57.5,40.0,92.0,87,107,129,96,43,21,129,64,35,102,76,46,49,30
168.0,63.0,1,31,3,45.0,59.5,41.0,93.0,105,102,97,95,43,24,124,48,35,103,75,42,48,15
173.0,61.0,1,35,5,43.0,0.0,0.0,89.0,116,103,122,118,45,22,125,46,27,86,60,42,36,23
169.0,58.0,2,29,1,45.0,58.0,42.0,97.0,119,82,120,111,40,24,94,47,30,89,75,43,43,21
0.0,0.0,1,29,4,0.0,0.0,0.0,0.0,90,92,110,105,35,23,104,52,26,71,41,37,40,19
165.0,65.0,1,17,1,0.0,0.0,0.0,0.0,106,84,103,102,46,24,91,64,27,93,67,39,37,30
190.0,64.0,1,34,5,45.0,0.0,0.0,96.0,78,82,100,128,39,23,93,74,35,95,77,49,47,23
174.0,73.0,1,27,1,45.0,61.0,42.0,97.0,119,102,103,92,36,23,95,57,32,91,56,40,46,23
170.0,55.0,2,31,5,0.0,0.0,0.0,0.0,106,90,120,101,43,20,98,74,32,94,72,45,44,29
170.0,66.0,1,41,1,43.0,60.5,40.0,88.0,81,82,101,84,25,24,80,50,27,86,50,37,39,24
173.0,68.0,1,46,5,0.0,0.0,0.0,0.0,79,100,95,96,34,22,101,55,25,90,51,35,46,22
0.0,0.0,1,40,2,0.0,0.0,0.0,0.0,107,116,124,115,31,20,117,56,33,107,73,39,50,21
160.0,52.0,2,40,1,44.0,52.0,38.0,94.0,108,89,117,130,36,21,110,49,26,85,65,43,49,26
160.0,53.0,2,19,5,42.0,54.0,37.0,92.0,71,82,103,100,27,25,102,44,26,76,46,36,39,25
165.0,59.0,2,28,5,37.0,0.0,0.0,88.0,75,76,92,103,33,23,88,47,25,70,41,33,37,21
174.0,66.0,1,29,3,43.0,0.0,0.0,90.0,71,90,84,105,35,23,90,51,28,91,49,38,30,30
168.0,75.0,2,25,3,44.0,0.0,0.0,94.0,78,91,98,117,48,25,90,65,29,87,70,38,50,26
170.0,65.0,1,28,5,44.0,0.0,0.0,95.0,90,76,83,94,26,22,91,60,24,91,53,32,33,15
167.0,65.0,2,23,3,43.0,0.0,0.0,94.0,70,85,98,92,50,23,110,54,28,84,58,35,43,25
170.0,57.0,2,49,3,42.0,0.0,0.0,89.0,73,92,81,98,35,24,105,40,20,81,48,32,40,27
164.0,57.0,2,46,1,37.0,0.0,0.0,87.0,69,94,80,83,30,20,81,44,23,70,53,30,38,28
155.0,55.0,1,31,2,38.0,0.0,0.0,93.0,83,74,108,89,33,20,107,48,27,77,47,34,40,24
167.0,66.0,2,34,1,0.0,0.0,0.0,0.0,70,106,113,116,31,22,111,46,31,84,64,35,36,29
178.0,68.0,2,30,4,44.0,0.0,0.0,97.0,84,96,91,83,30,20,89,44,29,86,41,34,34,30
162.0,59.0,2,44,4,38.0,0.0,0.0,89.0,60,74,97,105,29,22,83,42,24,71,55,34,34,21
160.0,51.0,2,39,1,0.0,0.0,0.0,0.0,80,91,82,93,27,20,96,49,20,90,43,40,33,21
172.0,66.0,1,29,5,44.0,61.0,39.0,96.0,62,89,80,92,26,20,101,47,28,90,53,30,34,20
168.0,63.0,2,20,5,43.0,59.0,39.0,92.0,95,105,112,108,50,21,106,79,29,108,73,36,46,29
175.0,75.0,2,49,1,44.0,0.0,0.0,99.0,78,83,90,105,32,24,105,50,25,85,50,30,36,21
150.0,44.0,2,44,4,36.0,0.0,0.0,81.0,67,99,82,106,27,23,82,46,20,100,51,36,32,28
166.0,70.0,2,20,3,44.0,0.0,0.0,98.0,86,90,84,88,29,22,89,57,26,87,53,34,34,15
157.0,47.0,1,47,3,37.0,0.0,0.0,89.0,76,74,82,108,30,21,88,41,24,73,51,33,39,26
162.0,48.0,1,24,4,39.0,0.0,0.0,86.0,89,96,90,98,49,24,111,47,33,105,65,35,39,19
171.0,56.0,1,42,5,42.0,0.0,0.0,92.0,116,94,100,104,48,24,107,50,28,101,57,46,40,26
164.0,54.0,2,49,2,0.0,0.0,0.0,0.0,119,84,99,106,32,25,101,68,32,110,67,45,50,20
153.0,41.0,1,43,4,39.0,0.0,0.0,81.0,69,88,93,104,32,22,87,54,24,81,57,32,38,24
155.0,52.0,2,28,5,38.0,0.0,0.0,88.0,92,84,124,102,32,21,106,76,31,106,66,43,37,20
0.0,0.0,1,47,2,0.0,0.0,0.0,0.0,82,83,89,110,30,21,93,60,28,71,56,38,35,17
162.0,48.0,2,37,2,43.0,56.0,38.0,88.0,108,98,122,90,42,21,110,69,27,106,80,40,46,16
164.0,50.0,2,24,5,0.0,0.0,0.0,0.0,88,97,108,101,28,23,92,44,24,79,42,36,34,19
0.0,0.0,2,31,2,43.0,0.0,0.0,87.0,65,82,85,80,26,22,91,50,26,88,49,31,36,27
172.0,65.0,1,19,1,44.0,0.0,0.0,98.0,61,84,105,81,28,25,102,59,27,88,55,35,40,16
0.0,0.0,2,31,4,0.0,0.0,0.0,0.0,109,105,128,109,48,23,119,80,31,91,62,50,45,21
149.0,44.0,2,34,2,38.0,0.0,0.0,82.0,83,89,92,87,31,20,109,47,24,94,47,40,40,25
175.0,75.0,2,29,5,46.0,0.0,0.0,101.0,83,98,82,105,27,25,103,43,20,87,55,31,33,30
170.0,57.0,1,31,5,42.0,57.0,39.0,92.0,88,85,96,91,33,21,90,48,29,74,48,33,36,15
0.0,0.0,2,30,1,0.0,0.0,0.0,0.0,110,89,97,109,31,21,103,75,25,97,53,43,47,24
170.0,79.0,1,20,5,46.0,0.0,0.0,102.0,89,79,91,92,27,25,95,44,20,92,40,37,30,21
169.0,73.0,1,27,1,47.0,56.0,42.0,102.0,116,98,125,92,33,20,114,77,25,91,77,48,41,28
163.0,68.0,1,17,4,45.0,0.0,0.0,98.0,120,106,101,107,49,25,99,71,30,94,61,38,41,29
168.0,79.0,1,46,4,46.0,57.0,44.0,104.0,72,110,98,93,43,23,124,65,32,89,63,42,50,28
170.0,73.0,2,46,5,44.0,60.0,40.0,97.0,82,88,109,109,34,23,115,57,26,105,61,36,38,21
163.0,57.0,1,39,3,44.0,0.0,0.0,94.0,77,80,100,100,35,25,84,59,27,73,58,33,40,19
167.0,60.0,1,34,3,42.0,0.0,0.0,89.0,80,112,97,118,40,24,107,74,31,81,66,38,37,20
165.0,50.0,1,30,5,44.0,56.0,37.0,93.0,120,96,110,105,49,25,124,54,30,89,57,36,45,19
192.0,74.0,2,22,3,49.0,0.0,0.0,102.0,85,90,121,129,37,20,127,61,28,94,80,43,40,26
176.0,105.0,2,45,5,53.0,60.0,44.0,120.0,71,72,110,100,33,22,105,59,24,92,56,37,37,28
181.0,92.0,2,40,4,51.0,0.0,0.0,112.0,71,98,94,109,32,24,104,40,22,86,52,39,38,24
72.0,59.0,2,29,1,44.0,60.0,39.0,95.0,60,78,105,110,34,20,82,40,27,88,53,36,32,28
167.0,70.0,2,25,5,0.0,0.0,0.0,0.0,89,93,83,90,33,23,101,55,29,89,41,38,33,21
169.0,68.0,1,43,3,0.0,0.0,0.0,0.0,72,83,101,101,32,24,92,58,20,74,56,36,37,23
175.0,70.0,2,16,5,0.0,0.0,0.0,0.0,108,93,91,106,36,24,128,68,34,98,65,44,45,26
0.0,0.0,1,49,4,45.0,61.0,43.0,98.0,80,88,83,88,32,23,88,50,20,99,42,33,33,15
0.0,0.0,2,36,1,45.0,0.0,0.0,100.0,97,85,98,100,30,25,111,45,25,83,52,42,35,25
164.0,65.0,2,24,1,44.5,0.0,0.0,97.0,67,95,85,105,34,23,110,54,24,72,47,38,36,29
175.0,73.0,2,30,3,0.0,0.0,0.0,0.0,70,80,105,106,26,21,105,52,29,92,50,38,33,21
0.0,0.0,2,22,5,0.0,0.0,0.0,0.0,81,97,108,96,34,21,105,58,29,88,49,32,38,16
0.0,0.0,2,49,5,45.0,64.0,41.0,104.0,60,72,97,80,32,22,98,44,28,98,44,37,36,21
182.0,77.0,2,19,5,45.0,0.0,0.0,102.0,82,71,93,89,35,22,87,54,20,98,54,31,40,26
155.0,49.0,1,26,2,42.0,56.0,39.5,84.0,71,86,95,105,34,24,83,53,30,94,60,35,31,28
172.0,72.0,1,20,2,0.0,0.0,0.0,0.0,112,115,104,130,44,22,119,49,26,85,78,50,45,18
169.0,69.0,2,35,5,46.0,0.0,0.0,100.0,89,114,91,120,42,20,93,74,35,90,62,50,36,30
169.0,67.0,1,50,2,0.0,0.0,0.0,0.0,74,89,103,97,32,25,92,52,30,77,54,35,35,30
172.0,70.0,2,22,4,0.0,0.0,0.0,0.0,70,99,125,107,30,22,113,66,33,92,78,41,40,18
165.0,67.0,1,37,2,0.0,0.0,0.0,0.0,86,98,93,96,28,20,100,52,23,92,41,38,40,19
163.0,55.0,1,27,3,43.0,55.0,38.0,90.0,100,109,120,112,37,22,95,49,33,104,56,50,40,30
168.0,59.0,2,26,4,43.0,0.0,0.0,93.0,99,108,123,103,43,23,103,72,27,98,71,46,44,25
0.0,0.0,2,45,1,0.0,0.0,0.0,0.0,63,99,86,88,26,24,105,53,30,100,58,36,36,15
172.0,72.0,2,48,5,44.0,57.0,41.0,99.0,81,90,104,89,29,25,110,56,23,73,48,33,30,27
163.0,67.0,2,45,4,43.0,57.0,0.0,96.0,68,72,80,84,25,22,91,52,25,73,51,31,31,17
170.0,59.0,2,21,2,43.0,0.0,0.0,92.0,79,83,102,84,33,22,95,48,29,82,58,36,35,30
0.0,0.0,2,36,3,53.0,62.0,49.0,120.0,71,91,95,85,33,23,102,50,24,71,53,36,31,16
173.0,82.0,2,46,3,47.0,0.0,0.0,106.0,81,95,100,97,32,22,84,55,20,83,59,33,40,26
179.0,85.0,2,25,2,48.0,63.0,43.0,104.0,78,76,84,94,28,21,105,49,22,77,50,32,31,22
0.0,0.0,2,34,5,0.0,0.0,0.0,0.0,60,86,92,99,25,24,93,59,27,79,50,39,32,22
1.0,5.0,1,27,5,47.0,62.0,42.0,109.0,82,92,94,81,28,20,84,40,21,91,47,30,34,18
179.0,79.0,2,28,4,47.0,63.0,43.0,107.0,92,80,106,95,47,24,101,46,25,90,50,36,41,15
174.0,72.0,2,20,2,0.0,0.0,0.0,0.0,82,92,100,94,29,23,89,54,21,70,43,31,36,30
178.0,78.0,2,37,5,48.0,58.0,45.0,103.0,87,72,103,88,35,24,89,40,29,90,42,40,35,20
172.0,62.0,2,16,5,44.0,59.0,40.0,94.0,70,85,103,84,35,25,87,51,20,73,57,39,30,18
168.0,64.0,2,30,4,45.0,56.0,42.0,94.0,78,86,106,94,33,25,94,52,23,95,51,31,39,20
167.0,60.0,2,23,3,42.0,58.0,40.0,90.0,63,99,95,110,35,21,90,50,20,91,58,30,30,25
179.0,68.0,2,28,3,45.0,0.0,0.0,94.0,80,92,82,85,32,20,87,46,22,73,44,40,36,19
172.0,57.0,1,23,3,45.0,0.0,0.0,91.0,65,84,80,102,34,20,89,49,30,75,53,39,33,21
172.0,100.0,1,48,1,53.0,0.0,0.0,123.0,116,110,96,121,41,22,106,66,34,108,50,49,39,18
171.0,68.0,1,43,2,0.0,0.0,0.0,0.0,73,119,108,91,46,24,100,62,31,82,76,42,41,20
167.0,58.0,2,42,3,44.0,57.0,39.0,95.0,80,80,100,101,47,24,109,69,25,94,56,47,46,15
166.0,58.0,2,27,2,44.0,57.0,39.0,96.0,87,91,90,87,29,22,106,49,20,86,47,36,37,29
0.0,0.0,1,43,3,44.0,60.0,39.0,94.0,80,83,85,84,32,23,84,46,23,94,54,35,37,21
196.0,73.0,2,46,3,45.0,69.0,41.0,96.0,105,119,109,126,44,20,91,70,30,94,57,50,46,27
173.0,70.0,1,16,1,45.0,59.0,39.5,98.0,69,78,101,101,30,23,82,41,23,90,53,32,38,23
175.0,75.0,2,44,5,47.0,61.0,41.0,106.0,83,80,118,110,42,22,101,64,34,107,64,35,42,28
174.0,69.0,2,26,3,45.0,58.0,39.0,99.0,71,83,110,94,35,25,98,40,26,70,54,31,32,30
168.0,62.0,1,22,2,44.0,62.0,39.0,93.0,82,73,99,82,31,24,102,44,22,100,43,30,34,20
170.0,68.0,2,45,3,0.0,0.0,0.0,0.0,108,120,126,90,31,21,112,49,34,86,73,36,46,24
0.0,0.0,1,23,4,45.0,0.0,0.0,105.0,82,76,83,106,32,21,93,56,24,77,42,38,39,16
170.0,63.0,1,33,3,42.0,0.0,0.0,93.0,94,112,106,98,32,24,108,67,30,95,71,36,41,22
170.0,65.0,2,28,3,43.0,0.0,0.0,95.0,98,82,90,119,42,22,92,54,30,108,75,38,35,24
163.0,57.0,2,29,1,36.0,0.0,0.0,87.0,90,89,108,93,27,23,110,59,28,96,59,33,36,18
0.0,0.0,1,45,4,45.0,0.0,0.0,95.0,88,83,108,97,26,24,98,41,20,76,59,32,35,21
156.0,46.5,2,21,4,37.0,0.0,0.0,82.0,111,84,125,111,46,21,129,69,35,95,57,35,42,23
170.0,63.0,1,37,5,43.0,60.0,40.0,97.0,90,86,106,86,31,22,87,44,24,94,44,33,31,17
168.0,65.0,1,35,1,0.0,0.0,0.0,0.0,116,97,106,111,31,25,103,73,26,94,64,46,47,29
1.0,6.0,2,50,2,45.0,61.0,39.0,96.0,103,108,112,102,47,25,119,64,32,103,65,47,40,20
174.0,65.0,2,36,1,40.0,0.0,0.0,91.0,79,89,99,86,33,24,98,55,20,75,43,39,39,25
160.0,59.0,2,48,4,44.0,54.0,40.0,96.0,89,88,81,85,34,23,100,51,24,86,46,32,37,24
160.0,59.0,2,20,2,44.0,56.0,39.0,95.0,67,97,103,96,33,22,102,53,24,91,44,31,39,25
163.0,79.0,1,29,1,47.0,60.0,41.0,106.0,68,75,105,93,26,20,107,60,25,96,49,33,36,24
182.0,83.0,1,26,5,0.0,0.0,0.0,0.0,100,86,108,123,31,23,108,58,31,83,76,39,35,22
178.0,90.0,1,39,2,47.0,62.0,44.0,106.0,116,99,93,96,31,23,119,53,26,82,77,43,35,24
0.0,0.0,1,41,2,46.0,60.5,42.0,102.0,71,120,118,110,49,20,90,80,31,80,68,35,42,21
177.0,68.0,2,28,3,44.0,0.0,0.0,99.0,118,86,108,99,35,25,119,45,29,102,68,43,40,27
0.0,0.0,2,38,5,46.0,58.5,43.0,101.0,80,75,104,108,35,25,99,44,30,100,57,40,31,21
165.0,71.0,2,47,1,45.0,58.0,40.0,98.0,69,100,99,108,25,21,99,50,26,78,52,38,30,21
1.0,0.0,2,30,5,46.0,61.0,43.0,105.0,89,91,81,80,30,22,80,40,25,80,48,39,31,23
0.0,0.0,1,20,4,47.0,60.0,43.0,104.0,69,72,104,82,35,24,100,44,26,82,48,38,34,28
171.0,74.0,1,45,1,0.0,0.0,0.0,0.0,80,94,124,104,34,21,106,60,34,105,53,50,48,18
172.0,59.0,1,31,1,43.0,0.0,0.0,93.0,76,82,101,122,32,20,120,52,30,106,50,45,37,27
166.0,63.0,1,42,4,44.0,56.0,39.0,96.0,85,118,127,109,45,23,104,60,31,88,67,50,47,15
0.0,0.0,2,42,1,43.0,62.0,41.0,93.0,80,97,114,103,47,21,124,68,30,87,62,49,47,20
172.0,64.0,1,29,2,44.0,59.0,42.0,98.0,86,98,107,95,32,25,110,43,29,73,56,36,32,19
168.0,75.0,1,38,5,43.0,58.5,41.5,99.0,115,120,114,92,49,23,121,71,31,80,51,49,39,15
169.0,69.0,1,33,1,45.0,59.0,39.0,98.0,114,111,123,110,46,23,110,72,33,90,67,46,42,19
170.0,75.0,1,18,3,44.0,57.0,0.0,105.0,80,109,110,130,50,25,103,58,25,97,76,50,44,18
0.0,0.0,2,42,4,46.0,58.0,42.0,99.0,90,120,106,130,35,23,112,70,28,99,70,48,47,25
0.0,0.0,1,19,4,0.0,0.0,0.0,0.0,65,99,80,82,33,24,103,45,24,98,58,32,34,22
166.0,65.0,2,50,2,44.0,0.0,0.0,96.0,111,83,113,130,41,25,124,77,34,82,57,37,47,30
0.0,0.0,1,43,1,0.0,0.0,0.0,0.0,71,74,95,95,27,25,100,46,30,99,54,37,32,15
0.0,0.0,2,20,3,44.0,62.0,39.0,95.0,100,114,111,117,47,25,110,56,35,95,71,36,45,22
168.0,70.0,1,20,4,48.0,59.0,43.0,106.0,74,73,98,108,34,22,92,53,23,97,54,35,31,24
0.0,0.0,2,20,2,46.0,59.0,40.0,101.0,109,112,111,92,44,21,112,75,32,103,79,42,40,18
0.0,0.0,2,21,1,45.0,0.0,0.0,103.0,83,86,98,103,25,21,105,48,23,95,40,39,35,29
0.0,0.0,1,29,2,43.0,58.0,38.0,89.0,88,75,102,83,29,20,107,59,22,86,42,30,38,24
0.0,0.0,2,28,1,43.0,60.0,40.0,94.0,120,107,121,108,48,21,129,60,33,109,69,36,44,22
0.0,0.0,1,24,3,42.0,58.0,38.0,88.0,62,81,110,89,33,23,98,43,24,80,54,32,37,29
183.0,75.0,1,26,3,46.0,0.0,0.0,97.0,74,96,107,100,45,20,129,53,25,90,77,38,43,19
0.0,0.0,1,16,2,43.0,59.0,41.0,90.0,98,89,116,128,33,21,102,61,26,81,69,50,43,21
0.0,0.0,2,46,1,44.0,59.0,42.0,93.0,97,95,124,129,36,25,117,56,26,102,77,37,46,28
0.0,0.0,2,21,3,0.0,0.0,0.0,0.0,77,70,104,100,25,21,85,52,28,83,48,33,36,19
164.0,75.0,2,45,2,47.0,0.0,0.0,103.0,78,78,82,95,32,22,109,57,24,76,50,36,36,26
0.0,0.0,2,26,4,44.5,59.0,39.0,97.0,89,79,109,88,33,22,94,48,22,79,41,39,30,22
168.0,70.0,2,26,1,0.0,0.0,0.0,0.0,80,89,104,80,32,24,89,43,27,88,40,30,40,23
0.0,0.0,1,18,3,46.0,55.0,41.0,98.0,78,84,109,95,34,22,82,47,23,78,60,40,33,19
0.0,0.0,2,50,3,46.0,58.0,42.0,103.0,98,106,119,127,31,21,92,58,32,105,63,45,38,21
0.0,0.0,2,31,4,0.0,0.0,0.0,0.0,82,99,105,81,31,22,102,43,28,89,50,35,30,21
0.0,0.0,1,26,3,0.0,0.0,0.0,0.0,79,75,82,109,35,24,91,58,25,75,41,30,34,29
0.0,0.0,1,22,4,43.0,61.0,40.0,90.0,76,81,108,112,36,24,93,70,25,88,70,37,36,20
170.0,57.0,2,41,3,44.0,0.0,0.0,90.0,114,87,114,117,34,25,120,70,27,83,68,47,45,26
0.0,0.0,2,17,3,42.0,0.0,0.0,88.0,82,97,96,108,35,22,93,44,27,72,58,32,39,28
0.0,0.0,2,28,1,44.0,0.0,0.0,99.0,72,95,96,90,32,23,110,40,30,90,47,39,35,17
0.0,0.0,1,29,3,42.0,59.0,37.0,90.0,81,72,84,101,27,20,109,54,28,88,57,31,33,28
0.0,0.0,2,37,4,44.0,0.0,0.0,94.0,93,81,97,119,48,23,90,78,32,99,58,37,46,22
172.0,70.0,2,22,5,46.0,60.0,40.0,99.0,63,71,101,105,34,20,85,49,27,95,52,32,34,26
0.0,0.0,1,31,1,0.0,0.0,0.0,0.0,80,75,97,109,26,22,107,50,22,92,56,37,36,29
0.0,0.0,1,19,4,39.0,0.0,0.0,109.0,103,93,119,94,50,24,97,69,31,87,80,35,42,19
0.0,0.0,2,41,4,44.0,62.0,38.0,96.0,71,105,102,117,36,22,93,71,33,96,56,50,47,16
180.0,72.0,2,28,4,46.0,63.0,40.0,95.0,84,74,90,106,25,20,107,59,22,74,46,33,35,21
0.0,0.0,1,24,1,47.0,55.5,40.0,104.0,77,77,92,97,35,24,97,46,26,72,58,30,40,27
0.0,0.0,2,16,1,46.0,56.0,41.0,106.0,106,93,103,91,40,24,95,69,30,88,66,43,38,30
0.0,0.0,1,16,1,7.0,0.0,0.0,0.0,81,87,103,86,32,23,110,53,20,81,48,32,35,18
155.0,55.0,1,30,5,42.0,55.0,38.0,91.0,109,97,122,95,46,25,116,56,29,85,51,44,41,19
0.0,0.0,2,48,3,42.0,58.0,38.0,91.0,75,101,129,104,40,24,129,47,33,85,56,42,41,24
173.0,100.0,1,40,5,51.0,60.0,48.0,116.0,74,92,92,86,27,24,96,46,23,90,41,36,39,22
172.0,53.0,2,43,1,41.0,0.0,0.0,85.0,87,80,98,102,48,25,98,65,27,104,50,44,47,29
0.0,0.0,2,21,1,46.0,0.0,0.0,109.0,62,85,106,100,29,20,104,49,30,75,43,38,33,30
166.0,65.0,2,36,4,44.0,0.0,0.0,92.0,89,78,81,101,35,24,110,45,20,94,46,33,31,22
0.0,0.0,2,41,1,45.0,60.0,41.0,99.0,70,73,84,103,35,25,86,57,26,90,46,39,40,28
174.0,62.0,1,37,1,0.0,0.0,0.0,0.0,89,86,82,95,26,25,103,52,24,93,54,30,37,28
0.0,0.0,1,18,5,45.0,58.5,40.0,101.0,75,109,110,109,43,20,122,45,30,104,77,35,41,26
162.0,60.0,2,34,2,42.0,0.0,0.0,92.0,110,102,117,101,33,24,120,70,30,91,64,40,38,15
0.0,0.0,1,41,1,0.0,0.0,0.0,0.0,64,94,98,84,31,22,85,56,30,91,44,37,34,30
170.0,68.0,1,27,1,44.0,0.0,0.0,98.0,110,113,123,107,42,25,117,75,25,99,77,38,42,26
